o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-5,1002-0-99-99,1506,1002,67.0,0,Inner Subway Station
1126-0-4-5,1006-0-99-99,1126,1006,77.0,0,Inner Subway Station
1243-0-4-5,1021-0-99-99,1243,1021,82.0,0,Inner Subway Station
1382-0-4-5,1021-0-99-99,1382,1021,103.0,0,Inner Subway Station
1571-0-4-5,1021-0-99-99,1571,1021,152.0,0,Inner Subway Station
1232-0-4-5,1022-0-99-99,1232,1022,86.0,0,Inner Subway Station
1175-0-4-5,1023-0-99-99,1175,1023,52.0,0,Inner Subway Station
1018-0-4-5,1034-0-99-99,1018,1034,33.0,0,Inner Subway Station
1518-0-4-5,1034-0-99-99,1518,1034,118.0,0,Inner Subway Station
1590-0-4-5,1034-0-99-99,1590,1034,118.0,0,Inner Subway Station
1250-0-4-5,1035-0-99-99,1250,1035,68.0,0,Inner Subway Station
1214-0-4-5,1036-0-99-99,1214,1036,44.0,0,Inner Subway Station
1219-0-4-5,1036-0-99-99,1219,1036,111.0,0,Inner Subway Station
1574-0-4-5,1036-0-99-99,1574,1036,197.0,0,Inner Subway Station
1591-0-4-5,1036-0-99-99,1591,1036,111.0,0,Inner Subway Station
1131-0-4-5,1037-0-99-99,1131,1037,122.0,0,Inner Subway Station
1238-0-4-5,1037-0-99-99,1238,1037,71.0,0,Inner Subway Station
1285-0-4-5,1037-0-99-99,1285,1037,47.0,0,Inner Subway Station
1406-0-4-5,1037-0-99-99,1406,1037,122.0,0,Inner Subway Station
1131-0-4-5,1038-0-99-99,1131,1038,115.0,0,Inner Subway Station
1389-0-4-5,1038-0-99-99,1389,1038,140.0,0,Inner Subway Station
1422-0-4-5,1038-0-99-99,1422,1038,84.0,0,Inner Subway Station
1559-0-4-5,1038-0-99-99,1559,1038,98.0,0,Inner Subway Station
1076-0-4-5,1042-0-99-99,1076,1042,40.0,0,Inner Subway Station
1245-0-4-5,1042-0-99-99,1245,1042,55.0,0,Inner Subway Station
1090-0-4-5,1043-0-99-99,1090,1043,46.0,0,Inner Subway Station
1427-0-4-5,1043-0-99-99,1427,1043,99.0,0,Inner Subway Station
1250-0-4-5,1045-0-99-99,1250,1045,44.0,0,Inner Subway Station
1214-0-4-5,1046-0-99-99,1214,1046,32.0,0,Inner Subway Station
1411-0-4-5,1046-0-99-99,1411,1046,101.0,0,Inner Subway Station
1313-0-4-5,1047-0-99-99,1313,1047,99.0,0,Inner Subway Station
1520-0-4-5,1047-0-99-99,1520,1047,55.0,0,Inner Subway Station
1574-0-4-5,1049-0-99-99,1574,1049,193.0,0,Inner Subway Station
1252-0-4-5,1050-0-99-99,1252,1050,52.0,0,Inner Subway Station
1522-0-4-5,1050-0-99-99,1522,1050,96.0,0,Inner Subway Station
1280-0-4-5,1051-0-99-99,1280,1051,40.0,0,Inner Subway Station
1328-0-4-5,1051-0-99-99,1328,1051,59.0,0,Inner Subway Station
1266-0-4-5,1052-0-99-99,1266,1052,46.0,0,Inner Subway Station
1447-0-4-5,1052-0-99-99,1447,1052,141.0,0,Inner Subway Station
1464-0-4-5,1052-0-99-99,1464,1052,141.0,0,Inner Subway Station
1495-0-4-5,1052-0-99-99,1495,1052,151.0,0,Inner Subway Station
1538-0-4-5,1052-0-99-99,1538,1052,64.0,0,Inner Subway Station
1591-0-4-5,1055-0-99-99,1591,1055,116.0,0,Inner Subway Station
1425-0-4-5,1056-0-99-99,1425,1056,132.0,0,Inner Subway Station
1444-0-4-5,1056-0-99-99,1444,1056,117.0,0,Inner Subway Station
1619-0-4-5,1056-0-99-99,1619,1056,137.0,0,Inner Subway Station
1200-0-4-5,1057-0-99-99,1200,1057,40.0,0,Inner Subway Station
1277-0-4-5,1057-0-99-99,1277,1057,49.0,0,Inner Subway Station
1539-0-4-5,1057-0-99-99,1539,1057,75.0,0,Inner Subway Station
