o_node,d_node,origin,destination,travel_time,iteration,edge_type
1506-0-4-40,1002-0-99-99,1506,1002,117.0,0,Bus Route
1126-0-4-40,1006-0-99-99,1126,1006,99.0,0,Bus Route
1243-0-4-40,1021-0-99-99,1243,1021,103.0,0,Bus Route
1382-0-4-40,1021-0-99-99,1382,1021,99.0,0,Bus Route
1571-0-4-40,1021-0-99-99,1571,1021,117.0,0,Bus Route
1232-0-4-40,1022-0-99-99,1232,1022,126.0,0,Bus Route
1175-0-4-40,1023-0-99-99,1175,1023,79.0,0,Bus Route
1018-0-4-40,1034-0-99-99,1018,1034,31.0,0,Bus Route
1518-0-4-40,1034-0-99-99,1518,1034,114.0,0,Bus Route
1590-0-4-40,1034-0-99-99,1590,1034,116.0,0,Bus Route
1250-0-4-40,1035-0-99-99,1250,1035,81.0,0,Bus Route
1214-0-4-40,1036-0-99-99,1214,1036,107.0,0,Bus Route
1219-0-4-40,1036-0-99-99,1219,1036,104.0,0,Bus Route
1574-0-4-40,1036-0-99-99,1574,1036,162.0,0,Bus Route
1591-0-4-40,1036-0-99-99,1591,1036,123.0,0,Bus Route
1131-0-4-40,1037-0-99-99,1131,1037,106.0,0,Bus Route
1238-0-4-40,1037-0-99-99,1238,1037,113.0,0,Bus Route
1285-0-4-40,1037-0-99-99,1285,1037,42.0,0,Bus Route
1406-0-4-40,1037-0-99-99,1406,1037,118.0,0,Bus Route
1131-0-4-40,1038-0-99-99,1131,1038,105.0,0,Bus Route
1389-0-4-40,1038-0-99-99,1389,1038,115.0,0,Bus Route
1422-0-4-40,1038-0-99-99,1422,1038,80.0,0,Bus Route
1559-0-4-40,1038-0-99-99,1559,1038,117.0,0,Bus Route
1076-0-4-40,1042-0-99-99,1076,1042,45.0,0,Bus Route
1245-0-4-40,1042-0-99-99,1245,1042,99.0,0,Bus Route
1090-0-4-40,1043-0-99-99,1090,1043,61.0,0,Bus Route
1427-0-4-40,1043-0-99-99,1427,1043,96.0,0,Bus Route
1250-0-4-40,1045-0-99-99,1250,1045,49.0,0,Bus Route
1214-0-4-40,1046-0-99-99,1214,1046,97.0,0,Bus Route
1411-0-4-40,1046-0-99-99,1411,1046,114.0,0,Bus Route
1313-0-4-40,1047-0-99-99,1313,1047,64.0,0,Bus Route
1520-0-4-40,1047-0-99-99,1520,1047,102.0,0,Bus Route
1574-0-4-40,1049-0-99-99,1574,1049,158.0,0,Bus Route
1252-0-4-40,1050-0-99-99,1252,1050,61.0,0,Bus Route
1522-0-4-40,1050-0-99-99,1522,1050,114.0,0,Bus Route
1280-0-4-40,1051-0-99-99,1280,1051,48.0,0,Bus Route
1328-0-4-40,1051-0-99-99,1328,1051,76.0,0,Bus Route
1266-0-4-40,1052-0-99-99,1266,1052,38.0,0,Bus Route
1447-0-4-40,1052-0-99-99,1447,1052,116.0,0,Bus Route
1464-0-4-40,1052-0-99-99,1464,1052,116.0,0,Bus Route
1495-0-4-40,1052-0-99-99,1495,1052,119.0,0,Bus Route
1538-0-4-40,1052-0-99-99,1538,1052,69.0,0,Bus Route
1591-0-4-40,1055-0-99-99,1591,1055,126.0,0,Bus Route
1425-0-4-40,1056-0-99-99,1425,1056,106.0,0,Bus Route
1444-0-4-40,1056-0-99-99,1444,1056,112.0,0,Bus Route
1619-0-4-40,1056-0-99-99,1619,1056,127.0,0,Bus Route
1200-0-4-40,1057-0-99-99,1200,1057,105.0,0,Bus Route
1277-0-4-40,1057-0-99-99,1277,1057,55.0,0,Bus Route
1539-0-4-40,1057-0-99-99,1539,1057,85.0,0,Bus Route
1601-0-4-40,1057-0-99-99,1601,1057,120.0,0,Bus Route
1122-0-4-40,1058-0-99-99,1122,1058,100.0,0,Bus Route
1270-0-4-40,1058-0-99-99,1270,1058,47.0,0,Bus Route
1450-0-4-40,1058-0-99-99,1450,1058,115.0,0,Bus Route
1411-0-4-40,1059-0-99-99,1411,1059,121.0,0,Bus Route
1090-0-4-40,1060-0-99-99,1090,1060,32.0,0,Bus Route
1484-0-4-40,1062-0-99-99,1484,1062,130.0,0,Bus Route
1544-0-4-40,1063-0-99-99,1544,1063,90.0,0,Bus Route
1621-0-4-40,1063-0-99-99,1621,1063,134.0,0,Bus Route
1110-0-4-40,1065-0-99-99,1110,1065,41.0,0,Bus Route
1122-0-4-40,1065-0-99-99,1122,1065,100.0,0,Bus Route
1202-0-4-40,1065-0-99-99,1202,1065,100.0,0,Bus Route
1424-0-4-40,1065-0-99-99,1424,1065,100.0,0,Bus Route
1572-0-4-40,1065-0-99-99,1572,1065,171.0,0,Bus Route
1122-0-4-40,1066-0-99-99,1122,1066,98.0,0,Bus Route
1263-0-4-40,1067-0-99-99,1263,1067,57.0,0,Bus Route
1120-0-4-40,1068-0-99-99,1120,1068,47.0,0,Bus Route
1330-0-4-40,1068-0-99-99,1330,1068,78.0,0,Bus Route
1602-0-4-40,1068-0-99-99,1602,1068,126.0,0,Bus Route
1606-0-4-40,1068-0-99-99,1606,1068,114.0,0,Bus Route
1483-0-4-40,1070-0-99-99,1483,1070,128.0,0,Bus Route
1510-0-4-40,1076-0-99-99,1510,1076,137.0,0,Bus Route
1600-0-4-40,1076-0-99-99,1600,1076,137.0,0,Bus Route
1039-0-4-40,1078-0-99-99,1039,1078,44.0,0,Bus Route
1524-0-4-40,1078-0-99-99,1524,1078,136.0,0,Bus Route
1562-0-4-40,1078-0-99-99,1562,1078,178.0,0,Bus Route
1365-0-4-40,1080-0-99-99,1365,1080,109.0,0,Bus Route
1143-0-4-40,1085-0-99-99,1143,1085,111.0,0,Bus Route
1513-0-4-40,1090-0-99-99,1513,1090,138.0,0,Bus Route
1132-0-4-40,1104-0-99-99,1132,1104,71.0,0,Bus Route
1389-0-4-40,1113-0-99-99,1389,1113,135.0,0,Bus Route
1286-0-4-40,1114-0-99-99,1286,1114,39.0,0,Bus Route
1022-0-4-40,1116-0-99-99,1022,1116,49.0,0,Bus Route
1400-0-4-40,1118-0-99-99,1400,1118,128.0,0,Bus Route
1116-0-4-40,1124-0-99-99,1116,1124,34.0,0,Bus Route
1412-0-4-40,1139-0-99-99,1412,1139,110.0,0,Bus Route
1524-0-4-40,1141-0-99-99,1524,1141,147.0,0,Bus Route
