o_node,d_node,origin,destination,travel_time,iteration,edge_type
1270-0-20-57,1003-0-99-99,1270,1003,19.0,0,Inner Subway Station
1552-0-20-57,1011-0-99-99,1552,1011,85.0,0,Inner Subway Station
1043-0-20-57,1014-0-99-99,1043,1014,38.0,0,Inner Subway Station
1211-0-20-57,1014-0-99-99,1211,1014,54.0,0,Inner Subway Station
1490-0-20-57,1014-0-99-99,1490,1014,68.0,0,Inner Subway Station
1036-0-20-57,1015-0-99-99,1036,1015,18.0,0,Inner Subway Station
1046-0-20-57,1015-0-99-99,1046,1015,33.0,0,Inner Subway Station
1049-0-20-57,1015-0-99-99,1049,1015,33.0,0,Inner Subway Station
1057-0-20-57,1015-0-99-99,1057,1015,25.0,0,Inner Subway Station
1072-0-20-57,1015-0-99-99,1072,1015,40.0,0,Inner Subway Station
1184-0-20-57,1015-0-99-99,1184,1015,49.0,0,Inner Subway Station
1272-0-20-57,1015-0-99-99,1272,1015,25.0,0,Inner Subway Station
1075-0-20-57,1016-0-99-99,1075,1016,39.0,0,Inner Subway Station
1254-0-20-57,1016-0-99-99,1254,1016,47.0,0,Inner Subway Station
1025-0-20-57,1017-0-99-99,1025,1017,18.0,0,Inner Subway Station
1038-0-20-57,1017-0-99-99,1038,1017,24.0,0,Inner Subway Station
1068-0-20-57,1017-0-99-99,1068,1017,32.0,0,Inner Subway Station
1070-0-20-57,1017-0-99-99,1070,1017,40.0,0,Inner Subway Station
1269-0-20-57,1017-0-99-99,1269,1017,28.0,0,Inner Subway Station
1270-0-20-57,1017-0-99-99,1270,1017,22.0,0,Inner Subway Station
1560-0-20-57,1017-0-99-99,1560,1017,79.0,0,Inner Subway Station
1025-0-20-57,1018-0-99-99,1025,1018,21.0,0,Inner Subway Station
1037-0-20-57,1018-0-99-99,1037,1018,22.0,0,Inner Subway Station
1443-0-20-57,1018-0-99-99,1443,1018,65.0,0,Inner Subway Station
1036-0-20-57,1019-0-99-99,1036,1019,28.0,0,Inner Subway Station
1094-0-20-57,1019-0-99-99,1094,1019,47.0,0,Inner Subway Station
1019-0-20-57,1021-0-99-99,1019,1021,20.0,0,Inner Subway Station
1036-0-20-57,1021-0-99-99,1036,1021,27.0,0,Inner Subway Station
1038-0-20-57,1021-0-99-99,1038,1021,20.0,0,Inner Subway Station
1044-0-20-57,1021-0-99-99,1044,1021,25.0,0,Inner Subway Station
1051-0-20-57,1021-0-99-99,1051,1021,27.0,0,Inner Subway Station
1052-0-20-57,1021-0-99-99,1052,1021,28.0,0,Inner Subway Station
1054-0-20-57,1021-0-99-99,1054,1021,28.0,0,Inner Subway Station
1071-0-20-57,1021-0-99-99,1071,1021,25.0,0,Inner Subway Station
1073-0-20-57,1021-0-99-99,1073,1021,25.0,0,Inner Subway Station
1091-0-20-57,1021-0-99-99,1091,1021,40.0,0,Inner Subway Station
1122-0-20-57,1021-0-99-99,1122,1021,47.0,0,Inner Subway Station
1157-0-20-57,1021-0-99-99,1157,1021,54.0,0,Inner Subway Station
1180-0-20-57,1021-0-99-99,1180,1021,47.0,0,Inner Subway Station
1210-0-20-57,1021-0-99-99,1210,1021,40.0,0,Inner Subway Station
1301-0-20-57,1021-0-99-99,1301,1021,58.0,0,Inner Subway Station
1423-0-20-57,1021-0-99-99,1423,1021,47.0,0,Inner Subway Station
1481-0-20-57,1021-0-99-99,1481,1021,63.0,0,Inner Subway Station
1490-0-20-57,1021-0-99-99,1490,1021,48.0,0,Inner Subway Station
1063-0-20-57,1022-0-99-99,1063,1022,36.0,0,Inner Subway Station
1085-0-20-57,1022-0-99-99,1085,1022,54.0,0,Inner Subway Station
1093-0-20-57,1022-0-99-99,1093,1022,34.0,0,Inner Subway Station
1105-0-20-57,1022-0-99-99,1105,1022,36.0,0,Inner Subway Station
1201-0-20-57,1022-0-99-99,1201,1022,42.0,0,Inner Subway Station
1211-0-20-57,1022-0-99-99,1211,1022,42.0,0,Inner Subway Station
1321-0-20-57,1022-0-99-99,1321,1022,58.0,0,Inner Subway Station
1211-0-20-57,1023-0-99-99,1211,1023,45.0,0,Inner Subway Station
1084-0-20-57,1024-0-99-99,1084,1024,42.0,0,Inner Subway Station
1269-0-20-57,1024-0-99-99,1269,1024,31.0,0,Inner Subway Station
1391-0-20-57,1024-0-99-99,1391,1024,89.0,0,Inner Subway Station
1081-0-20-57,1024-0-99-99,1081,1024,32.0,0,Inner Subway Station
1038-0-20-57,1025-0-99-99,1038,1025,21.0,0,Inner Subway Station
1045-0-20-57,1025-0-99-99,1045,1025,31.0,0,Inner Subway Station
1047-0-20-57,1025-0-99-99,1047,1025,29.0,0,Inner Subway Station
1052-0-20-57,1025-0-99-99,1052,1025,18.0,0,Inner Subway Station
1071-0-20-57,1025-0-99-99,1071,1025,35.0,0,Inner Subway Station
1227-0-20-57,1025-0-99-99,1227,1025,60.0,0,Inner Subway Station
1270-0-20-57,1025-0-99-99,1270,1025,23.0,0,Inner Subway Station
1525-0-20-57,1025-0-99-99,1525,1025,59.0,0,Inner Subway Station
1067-0-20-57,1026-0-99-99,1067,1026,26.0,0,Inner Subway Station
1069-0-20-57,1026-0-99-99,1069,1026,36.0,0,Inner Subway Station
1071-0-20-57,1026-0-99-99,1071,1026,36.0,0,Inner Subway Station
1203-0-20-57,1026-0-99-99,1203,1026,36.0,0,Inner Subway Station
1227-0-20-57,1026-0-99-99,1227,1026,61.0,0,Inner Subway Station
1365-0-20-57,1026-0-99-99,1365,1026,74.0,0,Inner Subway Station
1040-0-20-57,1034-0-99-99,1040,1034,22.0,0,Inner Subway Station
1077-0-20-57,1034-0-99-99,1077,1034,30.0,0,Inner Subway Station
1104-0-20-57,1034-0-99-99,1104,1034,44.0,0,Inner Subway Station
1130-0-20-57,1034-0-99-99,1130,1034,66.0,0,Inner Subway Station
1195-0-20-57,1034-0-99-99,1195,1034,50.0,0,Inner Subway Station
1267-0-20-57,1034-0-99-99,1267,1034,32.0,0,Inner Subway Station
1273-0-20-57,1034-0-99-99,1273,1034,39.0,0,Inner Subway Station
1377-0-20-57,1034-0-99-99,1377,1034,90.0,0,Inner Subway Station
1043-0-20-57,1035-0-99-99,1043,1035,24.0,0,Inner Subway Station
1244-0-20-57,1035-0-99-99,1244,1035,66.0,0,Inner Subway Station
