o_node,d_node,origin,destination,travel_time,iteration,edge_type
1270-0-20-13,1003-0-99-99,1270,1003,19.0,0,Outer Subway Station
1552-0-20-13,1011-0-99-99,1552,1011,75.0,0,Outer Subway Station
1043-0-20-13,1014-0-99-99,1043,1014,37.0,0,Outer Subway Station
1211-0-20-13,1014-0-99-99,1211,1014,62.0,0,Outer Subway Station
1490-0-20-13,1014-0-99-99,1490,1014,74.0,0,Outer Subway Station
1036-0-20-13,1015-0-99-99,1036,1015,17.0,0,Outer Subway Station
1046-0-20-13,1015-0-99-99,1046,1015,32.0,0,Outer Subway Station
1049-0-20-13,1015-0-99-99,1049,1015,32.0,0,Outer Subway Station
1057-0-20-13,1015-0-99-99,1057,1015,24.0,0,Outer Subway Station
1072-0-20-13,1015-0-99-99,1072,1015,39.0,0,Outer Subway Station
1184-0-20-13,1015-0-99-99,1184,1015,49.0,0,Outer Subway Station
1272-0-20-13,1015-0-99-99,1272,1015,29.0,0,Outer Subway Station
1075-0-20-13,1016-0-99-99,1075,1016,39.0,0,Outer Subway Station
1254-0-20-13,1016-0-99-99,1254,1016,47.0,0,Outer Subway Station
1025-0-20-13,1017-0-99-99,1025,1017,18.0,0,Outer Subway Station
1038-0-20-13,1017-0-99-99,1038,1017,23.0,0,Outer Subway Station
1068-0-20-13,1017-0-99-99,1068,1017,31.0,0,Outer Subway Station
1070-0-20-13,1017-0-99-99,1070,1017,39.0,0,Outer Subway Station
1269-0-20-13,1017-0-99-99,1269,1017,28.0,0,Outer Subway Station
1270-0-20-13,1017-0-99-99,1270,1017,22.0,0,Outer Subway Station
1560-0-20-13,1017-0-99-99,1560,1017,77.0,0,Outer Subway Station
1025-0-20-13,1018-0-99-99,1025,1018,20.0,0,Outer Subway Station
1037-0-20-13,1018-0-99-99,1037,1018,22.0,0,Outer Subway Station
1443-0-20-13,1018-0-99-99,1443,1018,64.0,0,Outer Subway Station
1036-0-20-13,1019-0-99-99,1036,1019,28.0,0,Outer Subway Station
1094-0-20-13,1019-0-99-99,1094,1019,43.0,0,Outer Subway Station
1019-0-20-13,1021-0-99-99,1019,1021,20.0,0,Outer Subway Station
1036-0-20-13,1021-0-99-99,1036,1021,26.0,0,Outer Subway Station
1038-0-20-13,1021-0-99-99,1038,1021,20.0,0,Outer Subway Station
1044-0-20-13,1021-0-99-99,1044,1021,24.0,0,Outer Subway Station
1051-0-20-13,1021-0-99-99,1051,1021,26.0,0,Outer Subway Station
1052-0-20-13,1021-0-99-99,1052,1021,26.0,0,Outer Subway Station
1054-0-20-13,1021-0-99-99,1054,1021,27.0,0,Outer Subway Station
1071-0-20-13,1021-0-99-99,1071,1021,24.0,0,Outer Subway Station
1073-0-20-13,1021-0-99-99,1073,1021,28.0,0,Outer Subway Station
1091-0-20-13,1021-0-99-99,1091,1021,39.0,0,Outer Subway Station
1122-0-20-13,1021-0-99-99,1122,1021,47.0,0,Outer Subway Station
1157-0-20-13,1021-0-99-99,1157,1021,50.0,0,Outer Subway Station
1180-0-20-13,1021-0-99-99,1180,1021,43.0,0,Outer Subway Station
1210-0-20-13,1021-0-99-99,1210,1021,39.0,0,Outer Subway Station
1301-0-20-13,1021-0-99-99,1301,1021,54.0,0,Outer Subway Station
1423-0-20-13,1021-0-99-99,1423,1021,43.0,0,Outer Subway Station
1481-0-20-13,1021-0-99-99,1481,1021,63.0,0,Outer Subway Station
1490-0-20-13,1021-0-99-99,1490,1021,54.0,0,Outer Subway Station
1063-0-20-13,1022-0-99-99,1063,1022,33.0,0,Outer Subway Station
1085-0-20-13,1022-0-99-99,1085,1022,54.0,0,Outer Subway Station
1093-0-20-13,1022-0-99-99,1093,1022,33.0,0,Outer Subway Station
1105-0-20-13,1022-0-99-99,1105,1022,36.0,0,Outer Subway Station
